"","rate","approx_cost.for.two.people.","online_order","book_table","votes","listed_in.type.","listed_in.city.","Cuisines_Categorical","Restaurant_type"
"37411",3.5,250,"No","No",49,"Desserts","Rajajinagar","Indian","Quick Bites"
"37412",3.8,200,"No","No",46,"Desserts","Rajajinagar","Dessert","Bakery"
"37413",3.7,400,"No","No",39,"Desserts","Rajajinagar","Dessert","Beverage Shop"
"37414",4.3,500,"No","No",236,"Desserts","Rajajinagar","Dessert","Dessert Parlor"
"37415",4.4,400,"Yes","No",406,"Desserts","Rajajinagar","Dessert","Dessert Parlor"
"37416",4.2,700,"Yes","No",290,"Desserts","Rajajinagar","Dessert","Cafe"
"37417",3.9,250,"No","No",108,"Desserts","Rajajinagar","Dessert","Dessert Parlor"
"37418",3.9,250,"No","No",133,"Desserts","Rajajinagar","Fast Food","Bakery"
"37419",3.8,150,"Yes","No",72,"Desserts","Rajajinagar","Dessert","Beverage Shop"
"37420",4,500,"Yes","No",28,"Desserts","Rajajinagar","Dessert","Bakery"
"37421",3.4,300,"Yes","No",10,"Desserts","Rajajinagar","Dessert","Dessert Parlor"
"37422",4,200,"Yes","No",25,"Desserts","Rajajinagar","Dessert","Dessert Parlor"
"37423",3.5,100,"No","No",10,"Desserts","Rajajinagar","Dessert","Dessert Parlor"
"37424",3.7,200,"Yes","No",4,"Desserts","Rajajinagar","Dessert","Delivery"
"37425",3.8,300,"No","No",28,"Desserts","Rajajinagar","Indian","Sweet Shop"
"37426",4.1,300,"Yes","No",197,"Desserts","Rajajinagar","Dessert","Dessert Parlor"
"37427",3.5,150,"No","No",8,"Desserts","Rajajinagar","Dessert","Bakery"
"37428",3.3,300,"No","No",5,"Desserts","Rajajinagar","Indian","Sweet Shop"
"37429",3.7,100,"No","No",12,"Desserts","Rajajinagar","Dessert","Dessert Parlor"
"37430",3.9,150,"No","No",46,"Desserts","Rajajinagar","Dessert","Food Court"
"37431",3.7,150,"Yes","No",31,"Desserts","Rajajinagar","Dessert","Dessert Parlor"
"37432",3.7,250,"Yes","No",27,"Desserts","Rajajinagar","Indian","Sweet Shop"
"37433",3.4,150,"No","No",4,"Desserts","Rajajinagar","Indian","Sweet Shop"
"37434",3.3,250,"Yes","No",4,"Desserts","Rajajinagar","Dessert","Dessert Parlor"
"37435",3.5,1000,"No","No",7,"Desserts","Rajajinagar","Dessert","Cafe"
"37436",3.6,400,"Yes","No",17,"Desserts","Rajajinagar","Dessert","Dessert Parlor"
"37437",3.3,250,"Yes","No",10,"Desserts","Rajajinagar","Dessert","Bakery"
"37438",3.8,400,"No","No",16,"Desserts","Rajajinagar","Fast Food","Food Court"
"37439",4.1,100,"No","No",81,"Desserts","Rajajinagar","Dessert","Dessert Parlor"
"37440",3.5,150,"No","No",12,"Desserts","Rajajinagar","Dessert","Dessert Parlor"
"37441",3.4,150,"No","No",9,"Desserts","Rajajinagar","Indian","Quick Bites"
"37442",4.1,250,"No","No",96,"Desserts","Rajajinagar","Dessert","Food Court"
"37443",3.8,200,"No","No",51,"Desserts","Rajajinagar","Dessert","Dessert Parlor"
"37444",3.4,400,"No","No",17,"Desserts","Rajajinagar","Dessert","Dessert Parlor"
"37445",3.9,450,"Yes","No",131,"Desserts","Rajajinagar","Dessert","Food Court"
"37446",3.9,300,"Yes","No",360,"Desserts","Rajajinagar","Dessert","Food Court"
"37447",4.1,400,"Yes","No",143,"Desserts","Rajajinagar","Dessert","Dessert Parlor"
"37448",4.3,1650,"No","Yes",1103,"Dine-out","Rajajinagar","Indian","Bar"
"37449",4.6,1100,"Yes","Yes",2423,"Dine-out","Rajajinagar","Indian","Bar"
"37450",4.5,1600,"No","Yes",1284,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37451",3.9,500,"Yes","No",74,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37452",4.3,400,"No","No",690,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37453",4.3,600,"No","No",818,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37454",4.3,800,"No","Yes",858,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37455",4.1,700,"Yes","No",568,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37456",4,1800,"No","Yes",617,"Dine-out","Rajajinagar","Indian","Bar"
"37457",3.8,700,"Yes","No",591,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37458",4,750,"Yes","No",633,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37459",3.9,900,"Yes","Yes",676,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37460",4.1,1100,"Yes","Yes",428,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37461",3.8,450,"Yes","No",335,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37462",4,800,"No","No",930,"Dine-out","Rajajinagar","Indian","Bar"
"37463",3.7,900,"No","No",103,"Dine-out","Rajajinagar","Indian","Bar"
"37464",3.9,800,"Yes","No",320,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37465",3.9,1000,"No","Yes",620,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37466",4.1,600,"Yes","No",502,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37467",3.8,700,"Yes","No",149,"Dine-out","Rajajinagar","Asian","Casual Dining"
"37468",3.5,400,"No","No",73,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37469",4,700,"No","Yes",137,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37470",3.7,600,"No","No",81,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37471",3.1,350,"Yes","No",94,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37472",3.3,650,"Yes","No",44,"Dine-out","Rajajinagar","Asian","Casual Dining"
"37473",3,450,"No","No",28,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37474",3.4,1800,"No","No",10,"Dine-out","Rajajinagar","Indian","Bar"
"37475",3.7,750,"No","No",18,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37476",2.3,500,"Yes","No",180,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37477",3.8,500,"Yes","No",27,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37478",3.8,400,"Yes","No",20,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37479",3.7,900,"Yes","Yes",57,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37480",3.2,1000,"No","No",97,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37481",3.7,600,"Yes","No",349,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37482",3.3,450,"Yes","No",4,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37483",3.3,600,"Yes","No",10,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37484",3.4,600,"Yes","No",590,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37485",3.5,700,"No","No",15,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37486",3.7,500,"No","No",31,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37487",3.4,700,"No","No",7,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37488",3.3,550,"No","No",5,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37489",3.3,300,"No","No",5,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37490",3.2,400,"No","No",4,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37491",3.2,1000,"No","No",4,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37492",3.4,800,"No","No",8,"Dine-out","Rajajinagar","Indian","Bar"
"37493",3.6,300,"No","No",21,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37494",3.3,400,"No","No",6,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37495",4,1200,"No","No",84,"Dine-out","Rajajinagar","BBQ","Bar"
"37496",2.9,400,"Yes","No",96,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37497",3.1,550,"No","No",9,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37498",3.7,850,"Yes","No",75,"Dine-out","Rajajinagar","Asian","Casual Dining"
"37499",4.3,300,"No","No",332,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37500",3.8,400,"Yes","No",216,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37501",3.2,300,"No","No",10,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37502",3.3,400,"No","No",6,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37503",3.7,200,"Yes","No",18,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37504",3.9,800,"Yes","No",32,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37505",3.5,400,"Yes","No",101,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37506",3.9,400,"Yes","No",392,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37507",3.6,200,"Yes","No",6,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37508",3.8,350,"Yes","No",74,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37509",3.9,300,"Yes","No",98,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37510",3.8,350,"No","No",102,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37511",3.7,400,"Yes","No",297,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37512",3.9,350,"Yes","No",63,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37513",3.9,600,"Yes","No",266,"Dine-out","Rajajinagar","Fast Food","Food Court"
"37514",4,450,"Yes","No",397,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37515",3.4,300,"Yes","No",11,"Dine-out","Rajajinagar","European","Quick Bites"
"37516",3,200,"Yes","No",89,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37517",3.5,300,"No","No",46,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37518",3.6,200,"No","No",21,"Dine-out","Rajajinagar","Asian","Quick Bites"
"37519",3,300,"No","No",75,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37520",3.4,400,"No","No",9,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37521",3.1,350,"No","No",38,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37522",3.3,300,"No","No",4,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37523",3.3,200,"No","No",5,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37524",3,200,"Yes","No",89,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37525",3.8,300,"Yes","No",99,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37526",3.6,200,"No","No",4,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37527",3.4,350,"Yes","No",9,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37528",3.5,400,"Yes","No",162,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37529",3.6,400,"Yes","No",10,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37530",3.5,300,"Yes","No",10,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37531",4.1,400,"Yes","No",89,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37532",3.9,300,"Yes","No",43,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37533",3.6,350,"Yes","No",30,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37534",3.3,250,"No","No",8,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37535",3.3,150,"No","No",7,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37536",3.6,450,"No","No",68,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37537",3.8,250,"Yes","No",18,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37538",3.5,300,"No","No",36,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37539",3.2,400,"Yes","No",71,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37540",3.4,150,"No","No",61,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37541",3.2,450,"Yes","No",27,"Dine-out","Rajajinagar","Indian","Food Court"
"37542",3.3,400,"Yes","No",4,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37543",2.8,250,"Yes","No",9,"Dine-out","Rajajinagar","Fast Food","Food Court"
"37544",3.5,300,"No","No",37,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37545",3.3,300,"No","No",5,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37546",3.2,200,"Yes","No",4,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37547",3.2,450,"Yes","No",9,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37548",3.1,300,"No","No",37,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37549",3.8,200,"No","No",27,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37550",3.1,150,"No","No",12,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37551",3.2,400,"No","No",4,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37552",3.3,400,"No","No",4,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37553",3.2,300,"No","No",4,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37554",3.7,100,"No","No",35,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37555",3.7,200,"Yes","No",33,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37556",3.3,150,"No","No",4,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37557",3.4,400,"No","No",4,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37558",3.3,300,"No","No",5,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37559",3.3,100,"No","No",4,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37560",3.2,150,"No","No",4,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37561",3.4,150,"No","No",10,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37562",3.7,200,"No","No",22,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37563",3.8,250,"Yes","No",268,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37564",3.5,750,"Yes","No",108,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37565",3.6,300,"Yes","No",28,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37566",3.5,400,"Yes","No",141,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37567",2.8,200,"Yes","No",5,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37568",4.1,350,"Yes","No",344,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37569",3.4,300,"Yes","No",22,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37570",3.9,300,"Yes","No",53,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37571",3.8,450,"Yes","No",209,"Dine-out","Rajajinagar","Asian","Quick Bites"
"37572",3.2,500,"Yes","No",69,"Dine-out","Rajajinagar","Indian","Food Court"
"37573",4.4,800,"Yes","Yes",1026,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37574",4.3,600,"Yes","Yes",397,"Dine-out","Rajajinagar","Bar Food","Cafe"
"37575",4.1,600,"Yes","No",245,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37576",3.9,350,"No","No",175,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37577",3.8,300,"No","No",180,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37578",3.6,500,"Yes","No",110,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37579",3.8,400,"Yes","No",74,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37580",3.7,500,"Yes","No",68,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37581",3.9,1200,"No","Yes",96,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37582",3.1,800,"Yes","Yes",405,"Dine-out","Rajajinagar","Indian","Bar"
"37583",3.7,300,"No","No",30,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37584",4,750,"No","No",178,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37585",3.2,750,"Yes","No",123,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37586",3.7,600,"No","No",239,"Dine-out","Rajajinagar","Dessert","Cafe"
"37587",3.6,500,"Yes","No",99,"Dine-out","Rajajinagar","Dessert","Cafe"
"37588",3.8,800,"Yes","No",285,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37589",3.7,400,"Yes","No",18,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37590",2.9,900,"Yes","No",37,"Dine-out","Rajajinagar","Fast Food","Cafe"
"37591",3.6,1200,"No","No",23,"Dine-out","Rajajinagar","Indian","Bar"
"37592",3.6,450,"Yes","No",74,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37593",3.1,600,"No","No",61,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37594",3.5,250,"No","No",49,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37595",3.8,400,"Yes","No",373,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37596",4,400,"No","No",407,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37597",3.9,300,"No","No",66,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37598",3.8,200,"Yes","No",75,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37599",2.9,500,"Yes","No",136,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37600",3.7,150,"No","No",43,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37601",3.8,200,"Yes","No",65,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37602",3.2,350,"No","No",46,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37603",3.5,500,"Yes","No",40,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37604",3.6,300,"Yes","No",42,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37605",3.5,100,"No","No",7,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37606",3.2,300,"No","No",11,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37607",3.9,600,"No","No",57,"Dine-out","Rajajinagar","Dessert","Quick Bites"
"37608",3.4,400,"Yes","No",77,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37609",3.2,400,"Yes","No",7,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37610",3.5,200,"Yes","No",9,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37611",3.8,200,"No","No",51,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37612",3,200,"No","No",12,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37613",3.3,200,"No","No",4,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37614",3.2,300,"No","No",4,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37615",3.2,150,"No","No",4,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37616",3.7,400,"Yes","No",162,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37617",4.1,2600,"No","Yes",4781,"Dine-out","Rajajinagar","Asian","Casual Dining"
"37618",4.9,2000,"Yes","Yes",1985,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37619",4.3,1800,"No","No",2324,"Dine-out","Rajajinagar","Indian","Microbrewery"
"37620",4.3,2000,"No","Yes",968,"Dine-out","Rajajinagar","Indian","Fine Dining"
"37621",4.5,1200,"No","Yes",420,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37622",4.8,1300,"No","Yes",1367,"Dine-out","Rajajinagar","BBQ","Casual Dining"
"37623",4.2,2500,"No","Yes",566,"Dine-out","Rajajinagar","Asian","Fine Dining"
"37624",4.5,1700,"Yes","Yes",1157,"Dine-out","Rajajinagar","Asian","Casual Dining"
"37625",4.8,1400,"Yes","Yes",6470,"Dine-out","Rajajinagar","American","Bar"
"37626",4,1000,"Yes","Yes",610,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37627",4.5,1000,"Yes","No",789,"Dine-out","Rajajinagar","Asian","Casual Dining"
"37628",4.3,1500,"Yes","Yes",1103,"Dine-out","Rajajinagar","European","Casual Dining"
"37629",4.2,1400,"Yes","No",1734,"Dine-out","Rajajinagar","Indian","Pub"
"37630",4.1,800,"No","No",218,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37631",4.8,150,"Yes","No",4421,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37632",4,1400,"No","No",777,"Dine-out","Rajajinagar","Indian","Lounge"
"37633",4.2,1400,"No","Yes",167,"Dine-out","Rajajinagar","European","Bar"
"37634",4.2,1200,"Yes","Yes",471,"Dine-out","Rajajinagar","Indian","Bar"
"37635",4.1,1200,"Yes","No",317,"Dine-out","Rajajinagar","Bar Food","Casual Dining"
"37636",4.1,600,"Yes","No",274,"Dine-out","Rajajinagar","Dessert","Cafe"
"37637",4.1,500,"Yes","No",80,"Dine-out","Rajajinagar","Dessert","Cafe"
"37638",4.2,1500,"No","No",493,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37639",4.3,1100,"No","Yes",1145,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37640",4.1,1500,"No","No",742,"Dine-out","Rajajinagar","Indian","Pub"
"37641",4.1,1500,"No","Yes",405,"Dine-out","Rajajinagar","Indian","Lounge"
"37642",4,250,"Yes","No",1196,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37643",4.1,1100,"Yes","Yes",664,"Dine-out","Rajajinagar","Asian","Bar"
"37644",3.8,650,"Yes","No",324,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37645",4,1000,"No","Yes",569,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37646",4.2,700,"Yes","No",290,"Dine-out","Rajajinagar","Dessert","Cafe"
"37647",4.2,500,"Yes","No",506,"Dine-out","Rajajinagar","Indian","Cafe"
"37648",4.2,100,"Yes","No",128,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37649",3.8,600,"No","No",32,"Dine-out","Rajajinagar","Dessert","Cafe"
"37650",3.6,400,"No","No",10,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37651",3.9,500,"No","No",117,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37652",4.1,600,"Yes","No",444,"Dine-out","Rajajinagar","American","Casual Dining"
"37653",4.2,500,"No","No",613,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37654",4.3,300,"No","No",356,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37655",3.7,1100,"No","Yes",96,"Dine-out","Rajajinagar","Indian","Bar"
"37656",3.9,850,"Yes","No",358,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37657",4.2,2500,"No","Yes",246,"Dine-out","Rajajinagar","European","Fine Dining"
"37658",4.2,250,"Yes","No",144,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37659",3.8,600,"No","No",128,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37660",4.1,1500,"No","No",1189,"Dine-out","Rajajinagar","European","Casual Dining"
"37661",4.1,150,"Yes","No",327,"Dine-out","Rajajinagar","Indian","Mess"
"37662",3.8,700,"Yes","No",36,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37663",4,700,"No","No",151,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37664",4.2,1100,"Yes","Yes",167,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37665",3.8,200,"No","No",76,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37666",3.9,600,"Yes","No",81,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37667",3.8,450,"Yes","No",136,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37668",4,350,"Yes","No",344,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37669",4.1,450,"No","No",62,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37670",4.2,200,"No","No",600,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37671",4.1,150,"No","No",750,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37672",3.9,400,"No","No",40,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37673",3.8,600,"Yes","No",86,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37674",4,600,"Yes","No",152,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37675",4.3,200,"Yes","No",85,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37676",3.9,150,"Yes","No",66,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37677",4,250,"No","No",212,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37678",3.5,300,"Yes","No",250,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37679",2.9,450,"No","No",86,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37680",3.9,200,"No","No",61,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37681",4,300,"Yes","No",173,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37682",4.2,400,"No","No",124,"Dine-out","Rajajinagar","Mexican","Food Court"
"37683",3.8,400,"Yes","No",21,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37684",4.2,350,"No","No",62,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37685",3.8,400,"Yes","No",220,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37686",3.5,300,"No","No",17,"Dine-out","Rajajinagar","Dessert","Beverage Shop"
"37687",3.7,2000,"No","Yes",77,"Dine-out","Rajajinagar","European","Bar"
"37688",3.9,300,"Yes","No",35,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37689",3.9,200,"Yes","No",462,"Dine-out","Rajajinagar","Asian","Quick Bites"
"37690",3.6,500,"Yes","No",7,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37691",3.6,400,"Yes","No",41,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37692",3.2,300,"Yes","No",9,"Dine-out","Rajajinagar","Bar Food","Quick Bites"
"37693",3.8,700,"No","Yes",59,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37694",3.4,150,"Yes","No",5,"Dine-out","Rajajinagar","Asian","Quick Bites"
"37695",3.9,250,"Yes","No",441,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37696",3.8,350,"Yes","No",93,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37697",3.9,400,"Yes","No",284,"Dine-out","Rajajinagar","Asian","Food Court"
"37698",3.1,600,"No","No",116,"Dine-out","Rajajinagar","Indian","Food Court"
"37699",3.5,500,"Yes","No",19,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37700",3.7,1000,"No","Yes",113,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37701",3.2,500,"Yes","No",9,"Dine-out","Rajajinagar","Indian","Cafe"
"37702",4.2,200,"No","No",62,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37703",4.1,100,"Yes","No",56,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37704",3.9,500,"Yes","No",72,"Dine-out","Rajajinagar","Dessert","Cafe"
"37705",3.9,400,"Yes","No",252,"Dine-out","Rajajinagar","Dessert","Cafe"
"37706",3,750,"Yes","No",81,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37707",4,250,"No","No",52,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37708",3.8,600,"No","No",34,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37709",3.6,500,"No","No",101,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37710",2.9,600,"Yes","No",57,"Dine-out","Rajajinagar","Bar Food","Quick Bites"
"37711",3.4,300,"Yes","No",10,"Dine-out","Rajajinagar","Dessert","Dessert Parlor"
"37712",3.7,300,"No","No",49,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37713",3.9,200,"Yes","No",115,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
"37714",3.6,800,"Yes","No",70,"Dine-out","Rajajinagar","Indian","Casual Dining"
"37715",3.5,200,"No","No",7,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37716",2.9,300,"No","No",57,"Dine-out","Rajajinagar","Indian","Quick Bites"
"37717",3.7,500,"Yes","No",89,"Dine-out","Rajajinagar","Indian","Food Court"
"37718",3.9,200,"Yes","No",87,"Dine-out","Rajajinagar","Fast Food","Quick Bites"
